hai,3
rekam,2
ekstensif,3
paripurna,1
detail,2
pernik,3
belas,2
welas,4
kabung,1
rahayu,4
maaf,2
hello,2
promo,3
terimakasih,5
cover,3
mohon,2
awal,2
statistik,1
keluang,3
jalan buka,3
banyak,3
lebar,3
bentang,1
hendak,1
silah,3
semboyan,2
tunggu,2
akses,2
terang,2
hi,1
makasih,4
halo,1
thanks,3
kembang,3
diva,2
punya,3
tidak segan,2
detail,1
tak segan,2
aktivasi,2
asih,3
kasih sayang,5
kagum,4
hangat,4
afeksi,2
renjana,2
amor,2
cinta kasih,5
tresna,2
filantropi,2
cintrong,2
suasana hati,1
dinamika,3
tuhan,3
merespon,3
makmur,4
suka cita,4
guna,1
tunggu,1
lotre,2
nggak,1
kupon,3
pelihara,4
awat,5
sadar,3
tari,1
gejolak,1
kejut,3
pesta,4
getar,1
allah,5
labuh,3
daftar,1
negosiasi,2
revolusioner,3
follback,1
pelamin,4
yasalamualaika,3
uang lelah,2
parsel,2
amplop,3
kenang,3
asih,4
uang rokok,2
persen,2
baksis,2
tanda mata,2
angpau,4
hibah,4
upa,2
bingkis,4
suvenir,4
sudi,2
akar,2
para,2
makan,1
masyhur,4
reputasi,2
gelar,2
serep,2
invite,1
nyanyi,2
dendang,2
gita,2
gending,1
lagu,2
rintis,2
gelora,2
antusias,2
ringan tangan,4
bara,2
nyala,2
langgan,2
denyut,2
sungguh,4
rintis,2
jalan bebas hambat,2
tarekat,2
bajing,1
bopong,1
lezat,2
getar,1
peran serta,2
debar,2
raba,1
degub,1
ikut serta,3
partisipasi,3
kuntit,1
hayat,3
mitra,2
terima,2
sohib,3
iktikad,2
yakin,3
iman,3
percaya,2
hajat,1
senyum,2
haloo,3
tarik hati,3
cedayam,2
hasan,3
tumandang,1
ken,3
bener,3
hellooo,2
mari,1
baik,5
ulung,4
good,5
sila,1
main,2
alhamdulillah,5
unek-unek,2
sesal,1
saksi,1
menang,4
hiii,1
suara,3
menginterprestasikan,1
taksir,3
tutur,3
kira,2
imla,1
antisipasi,3
tafsir,2
arti,1
asosiasi,3
borong,2
payu,2
beli,2
buat,1
tertawa kecil,4
minta,2
orak senyum,2
mesem,2
senyum,4
ok,4
ayo,4
mari,4
yuk,4
lincah,4
buru,1
kencang,3
buntut,1
kilat,3
kunjung,3
dahulu,2
segera,3
lekas,2
akas,2
terampil,4
jeraus,2
pagi,1
pesat,3
sebat,1
kawal,1
kawal,4
gugah,2
pustaka,4
sir,2
pelihara,3
patroli,2
kitab,2
ronda,2
sambang,2
guru,3
tuntut ilmu,4
latih diri,4
timba ilmu,4
aji,4
teladan,4
cari ilmu,4
luck,4
sekolah,3
gali ilmu,4
desak,1
telaah,2
mahir,4
harmonisasiuniv,2
takut,1
sreg,2
satu,3
wangi,4
pulas,4
merdu,5
harum,5
legit,4
inkorporasi,3
serunda,2
helloo,1
page,2
serempak,3
sinkron,1
tolong,3
diam,2
panti,2
rumah,3
simplistis,3
jejal,1
perfek,4
tayib,2
memejahijaukan,1
tayibah,2
jamil,2
mungil,3
rancak,5
isi,2
necis,4
sidang,1
bagus,2
estetis,4
firasat,1
cawis,2
dandan,4
andini,2
indikasi,2
sedia,4
saji,4
sholat,5
pasti,3
suguh,2
panjang,2
fiesta,3
damping,1
jomblo,1
medali,4
dekat,1
artistik,4
wah,3
imut-imut,4
langkah baik,4
langkah kanan,3
guys,1
profit,4
waris,3
dominan,3
kooperasi,1
keras tulang,2
gedembal,2
tangguh,5
wedel,2
tapa,2
kedot,2
keikutsertaan,3
serta,2
balas,2
kerja sama,4
tatap,1
pengaruh,3
besar lengan,3
partisipasi,3
bedegap,3
peran serta,3
masif,2
gratis,4
bantu,4
busana,2
hasad,2
keki,1
free,3
wkwkwk,3
sangsi,1
prasangka,1
maslahat,2
mujur,4
waris,3
tuju,3
kenan,2
hujan gerimis,1
support,4
sahabat,4
gerimis,1
hujan,1
handai,3
kece,5
thank,4
hujan ringan,2
sobat,4
panjang tungkai,2
trims,4
doa,4
pacar,3
pacar,3
anyar,4
hallo,4
happy,5
ketemu,1
senjang,1
mudah,1
modern,3
ana,2
pemuda,2
masygul,3
gelebah,2
mending,2
regenerasi,4
simpel,3
sirap hati,1
puspa,4
kenyam,1
merah telinga,1
bonafide,3
bakar,1
gairah,3
puspita,3
lengkap,2
perempuan cantik,5
sewot,1
gusar,1
hias,3
kesuma,3
primadona,5
tulus ikhlas,5
senyum,4
lugas,4
gemas,4
kusuma,4
yaudah,1
sayang,4
gari,3
pasang hidup,4
asah asih asuh,2
bom,1
hay,1
peduli,4
sepuh,1
jelas,1
seruh,2
luk,3
prosa,2
tari,4
cerita anak,2
bau tanah,1
atensi,2
gambar,2
anekdot,2
amuk,1
shalat,4
lanjut,2
neng,5
omong kosong,1
bombastis,2
fiksi,2
dzuhur,1
tips,4
longgar,3
tq,4
respon,2
sirna,1
lawas,1
singgung,1
only,1
layan,3
luas,3
langgan,4
resap,3
singsing,3
lelap,4
tembus,3
ringan,2
bangan,2
lipur,2
sajak,2
tentang,1
peria,2
respons,3
jawab,3
reaksi,2
kangen,3
tlg,3
sahut,1
cepet,2
doang,1
lantik,3
akibat,1
sambut,3
salin,3
wahyu,4
maha,4
lindung,4
tetap,3
bersikukuh,1
rusuh,1
yakin,3
kukuh,2
silang selisih,1
bersiteguh,1
syg,3
hii,3
cegah,2
dependen,3
teguh hati,4
kuat,3
amin,3
sampai,2
syukur,5
geming,1
jernih suasana,1
nunggu,1
abis,1
tekun,4
selamat,5
asmara,2
tahan,4
suka,3
gapai,3
kuasa,3
iritasi,1
mukhlis,3
senyap,1
pukul,1
elite,5
asket,2
cita rasa,3
mampir,2
pasif,1
interferensi,2
batu,2
lurus hati,3
geming,2
stagnan,1
bisu,1
cengkeram,1
bungkam,1
raih,2
asik,4
ready,1
pantar,1
usik,1
pantau,2
tunduk,1
karena allah,2
fans,2
provokasi,1
baring,2
zuhud,2
sporadis,2
tulang,2
capai,4
rengkuh,1
sukarela,4
saran,1
pesan,2
cinta,4
tutup mulut,1
tidur,3
ibadat,4
minta kpd tuhan,3
yoga,1
sayid,3
dapet,2
doa,4
harap,4
harap,3
doa,4
sembahyang,5
selawat,3
yes,3
pasrah,3
buru,1
semi,2
panjat doa,4
top,5
mood,2
zikir,4
kenal,3
bahagia,4
dengerin,3
tanding,2
usaha,3
jempol,4
yahud,4
jihad,3
juang,3
sangkut,1
colok,2
pasar uang,2
mikat,2
taut,2
bayar,1
tarik,4
hebring,3
seru,5
pukul,1
simak,3
muas,5
aduhai,4
gelanggang,2
hati,2
love,5
yuuk,4
lipur,2
profitabel,4
tebal telinga,1
senyumin,3
cuek,1
laba,4
peduli,4
insyaallah,2
khasiat,4
diem,2
untung,4
mulu,2
motivasi,3
berkat,1
apatis,1
hikmah,2
faedah,4
purnama,2
kagum,4
siph,2
inklusif,1
beneran,3
wewenang,2
mojang,2
lunch,3
aziz,2
fav,5
okay,4
lancar,3
nemenin,2
cicip,3
bunda,3
laun,1
waras,2
pinter,5
lorot,1
bilas,1
jeblos,1
terjun,1
gelincir,1
lunas kapal,2
rebah,2
reparasi,3
gontai,1
sederhana,3
tumpu,2
himpit,1
turun,1
mudah,4
tumbang,1
live,3
pandu,3
gamblang,3
jungkal,1
ngasih,3
sempurna,3
asasi,3
gurufavorit,3
friends,3
cemplung,1
rektifikasi,1
ringan,2
mamak,2
lambat,1
mudah,3
banting,1
citra,2
ikhtiar,3
belanja,2
andai,2
lingsir,2
murah,3
assalamualaikum,3
ibunda,3
luruh,2
fondasi,2
arabika,2
bayang,2
rekonsiliasi,4
copot,1
simbok,2
saldo,2
jatuh,1
gelincir,1
mulus,3
rontok,1
islam,4
mama,4
filial,2
uji,1
puterin,1
kantong,1
gugur,1
buah,2
sila,2
inovasi,4
rumah tangga,2
bakat,4
ngerti,1
tumpang tinggal,1
gelesot,1
kuliah,1
bunga,3
filsafat,3
turun,2
tinggal,1
wafat,1
tunang,3
kepo,2
tongkrong,1
mulai,1
tabung,3
kuat duga,2
deposito,3
hy,1
waris,3
komedi,3
fokus,3
bebodoran,2
lahir,3
deket,1
dewasa,2
meni,4
tekad,4
mukim,2
bawa,1
tukar,1
dagel,3
kasad,1
lucu,3
dunia,1
tawakal,3
cash,2
kesah,2
pamrih,1
join,1
pancaroba,1
kunjung,3
daya guna,4
modifikasi,2
mengirat,2
arah,1
khusyuk,3
adi,2
sob,2
operasi,1
didik,3
vote,1
iflix,1
gratifikasi,2
pamit,2
ekstra,3
mohon,3
dua,1
angguk,1
pergi,1
joli,1
jodoh,3
koneksi,3
herbal,2
sesuai,3
sekata,3
lapor,2
hidup,2
utopia,2
kenan,2
rahim,2
lewat,2
geleser,1
special,4
obsesi,1
sepakat,4
mohon diri,2
insentif,3
nafkah,3
tuju,4
curhat,2
proses,1
varian,1
oke,2
sabar,5
mufakat,4
rawat,3
mikir,2
karunia,4
edar,2
rangkap,2
tengah,2
komisi,3
check,1
nasi,2
serasi,4
maklumat,2
darurat,1
saran,1
inisiator,3
substansial,1
luntur,1
trima,1
bagi,2
kabar,2
tiara,3
lancar,4
lanjut,1
baik,3
pelancar,2
say,1
ajak,1
minta,1
publikasi,2
benar,2
rasio,1
baper,1
intensif,2
sembul,1
hadir,2
muncul,1
tukar,1
ayun,3
hati,3
